VERSION 3
BPM 280
PAGE_SHIFT 1.799999
PAGE_SIZE 0.857142
scan_line_direction_opposite 1
extension_of_time 0
auto_fix_type 1
change_type_to_LONG_form_x 0
change_type_to_SLIDE_form_x 0
format_version 0
beat 4
time_base 480
conversion_constant 60000000
SLIDE	0	9.642858	0.200000	0.000000
SLIDE	1	9.642958	0.200000	0.000000
SLIDE	2	10.071230	0.200000	0.000000
SLIDE	3	10.071430	0.200000	0.000000
SLIDE	4	10.071430	0.200000	0.000000
CHC	1	10.071500
BPM	560	10.273459557132
SLIDE	5	10.499799	0.500000	0.000000
SLIDE	6	10.500100	0.500000	0.000000
NOTE	7	10.500101	0.500000	0.000000
NOTE	8	10.928372	0.500000	0.000000
NOTE	9	10.928573	0.500000	0.000000
NOTE	10	10.928674	0.500000	0.000000
NOTE	11	11.357042	0.800000	0.000000
NOTE	12	11.357143	0.800000	0.000000
NOTE	13	11.357144	0.800000	0.000000
NOTE	14	11.785515	0.800000	0.000000
NOTE	15	11.785715	0.800000	0.000000
NOTE	16	11.785716	0.800000	0.000000
NOTE	17	12.213986	0.500000	0.000000
NOTE	18	12.214287	0.500000	0.000000
NOTE	19	12.214388	0.500000	0.000000
NOTE	20	12.642658	0.500000	0.000000
NOTE	21	12.642859	0.500000	0.000000
NOTE	22	12.642960	0.500000	0.000000
NOTE	23	13.055743	0.200000	0.000000
NOTE	24	13.066990	0.200000	0.000000
NOTE	25	13.066991	0.200000	0.000000
NOTE	26	13.499801	0.200000	0.000000
NOTE	27	13.500002	0.200000	0.000000
NOTE	28	13.500101	0.200000	0.000000
NOTE	29	13.911286	0.500000	0.000000
LONG	30	13.913386	0.500000	0.000000
NOTE	31	13.918486	0.500000	0.000000
NOTE	32	14.356948	0.500000	0.000000
NOTE	33	14.357344	0.500000	0.000000
NOTE	34	14.785715	0.800000	0.000000
NOTE	35	15.214287	0.200000	0.000000
NOTE	36	15.642858	0.500000	0.000000
LONG	37	15.642858	0.700000	0.428571
NOTE	38	15.642958	0.700000	0.000000
NOTE	39	16.500001	0.300000	0.000000
HOLD	40	16.500001	0.300000	0.642856
NOTE	41	17.364292	0.100000	0.000000
NOTE	42	17.792864	0.100000	0.000000
NOTE	43	18.221435	0.200000	0.000000
NOTE	44	18.650007	0.300000	0.000000
NOTE	45	19.078579	0.400000	0.000000
NOTE	46	19.507150	0.500000	0.000000
NOTE	47	19.935722	0.600000	0.000000
CHC	-1	19.935722
NOTE	48	20.364294	0.700000	0.000000
NOTE	49	20.792865	0.800000	0.000000
BPM	280	21.837739
NOTE	50	21.221437	0.900000	0.000000
NOTE	51	21.650009	1.000000	0.000000
NOTE	52	21.910716	0.200000	0.000000
NOTE	53	21.964287	0.170000	0.000000
NOTE	54	22.017857	0.140000	0.000000
NOTE	55	22.078582	0.130000	0.000000
NOTE	56	22.125001	0.135000	0.000000
NOTE	57	22.178572	0.140000	0.000000
NOTE	58	22.232144	0.150000	0.000000
NOTE	59	22.284716	0.200000	0.000000
NOTE	60	22.286715	0.300000	0.000000
NOTE	61	22.339287	0.320000	0.000000
NOTE	62	22.392859	0.330000	0.000000
NOTE	63	22.446431	0.360000	0.000000
NOTE	64	22.507151	0.400000	0.000000
